Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,pos_C,pos_PF,pos_PG,pos_SF,pos_SG
20,60,26,22.8,3.9,9.8,0.393,1.6,4.5,0.36,2.2,5.3,0.421,0.476,1.1,1.4,0.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,10.4,10.2,0.501,0.463,0.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22.0,-1.0,1.0,0.1,0.002,-3.3,-1.1,-4.4,-0.8,3.0462,0,0,1,0,0
25,42,42,29.4,4.8,9.4,0.509,1.5,4.4,0.333,3.3,5.0,0.662,0.587,1.9,2.5,0.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9,17.4,0.615,0.466,0.267,5.8,21.3,13.4,5.1,1.1,8.3,10.9,17.1,1.7,1.4,3.1,0.12,0.1,1.4,1.4,1.1,18.0,1,0,0,0,0
24,28,4,17.9,2.7,5.5,0.49,0.5,1.5,0.341,2.2,4.1,0.544,0.535,1.9,2.3,0.8,1.6,3.8,5.5,2.2,0.5,0.8,1.6,2.4,7.8,16.4,0.594,0.265,0.419,9.5,22.5,16.0,16.3,1.2,3.8,19.7,19.2,0.6,0.7,1.2,0.118,-1.2,1.0,-0.2,0.2,7.35,1,0,0,0,0
28,8,0,4.9,0.6,1.8,0.357,0.5,1.3,0.4,0.1,0.5,0.25,0.5,0.5,0.8,0.667,0.1,0.3,0.4,0.3,0.0,0.0,0.1,0.1,2.3,10.5,0.541,0.714,0.429,3.0,5.7,4.4,7.3,0.0,0.0,5.7,20.0,0.0,0.0,0.1,0.078,-0.9,-2.7,-3.6,0.0,0.702311,0,0,0,0,1
22,14,0,5.8,1.1,1.9,0.556,0.1,0.3,0.25,1.0,1.6,0.609,0.574,0.1,0.4,0.4,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4,13.5,0.565,0.148,0.185,5.7,21.4,13.8,9.1,0.6,2.2,12.0,18.0,0.0,0.1,0.1,0.065,-0.5,-0.4,-1.0,0.0,2.2,0,1,0,0,0
20,61,12,20.2,3.0,7.5,0.408,0.9,3.2,0.289,2.1,4.2,0.498,0.47,0.6,0.8,0.7,1.2,4.0,5.2,2.1,0.6,0.6,1.5,1.4,7.6,12.0,0.485,0.432,0.11,6.0,20.8,13.3,16.5,1.5,2.9,16.4,20.0,-1.1,1.5,0.4,0.014,-2.7,0.1,-2.6,-0.2,3.26148,0,1,0,0,0
24,69,14,20.8,2.8,7.0,0.394,1.8,4.8,0.368,1.0,2.2,0.45,0.521,1.0,1.2,0.84,0.2,1.6,1.8,1.6,0.4,0.1,0.6,1.3,8.3,10.2,0.55,0.689,0.167,1.2,8.0,4.7,9.7,0.9,0.6,7.3,16.8,1.1,1.5,2.6,0.085,-0.9,-0.4,-1.2,0.3,9.5,0,0,0,0,1
21,49,36,22.2,2.7,6.6,0.414,1.2,3.4,0.352,1.6,3.2,0.478,0.503,0.8,1.1,0.741,1.5,4.1,5.6,1.0,0.6,0.3,0.8,1.5,7.5,11.7,0.526,0.509,0.167,7.0,19.1,13.0,6.7,1.3,1.3,10.1,15.4,0.4,1.0,1.5,0.065,-1.9,-0.4,-2.2,-0.1,2.0,1,0,0,0,0
25,73,23,21.2,3.4,7.6,0.451,1.1,2.8,0.39,2.3,4.8,0.487,0.524,0.7,0.9,0.818,0.2,2.2,2.4,4.4,0.9,0.0,0.6,0.4,8.7,16.5,0.544,0.371,0.12,1.1,11.0,5.9,28.2,2.0,0.1,7.3,16.6,3.4,1.6,5.1,0.158,1.2,0.5,1.7,1.4,15.0,0,0,1,0,0
24,55,39,28.0,4.9,11.3,0.432,1.7,4.6,0.369,3.2,6.7,0.475,0.507,1.6,2.0,0.804,0.7,3.4,4.1,2.1,1.0,0.2,1.6,1.7,13.1,12.3,0.537,0.411,0.18,2.9,13.6,8.2,10.9,1.8,0.6,11.8,21.1,0.2,0.7,0.9,0.029,-1.2,-1.1,-2.3,-0.1,3.93696,0,0,0,0,1
22,24,16,26.7,4.4,11.8,0.372,1.3,4.4,0.292,3.1,7.3,0.42,0.427,2.8,4.0,0.701,0.8,2.3,3.1,3.9,1.0,0.4,2.4,2.2,12.9,11.0,0.476,0.376,0.344,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9,-0.7,0.2,-0.5,-0.037,-2.6,-3.1,-5.7,-0.6,0.50208,0,0,1,0,0
33,58,54,25.4,3.1,7.5,0.406,1.4,4.2,0.343,1.6,3.3,0.485,0.501,1.7,2.3,0.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3.0,9.2,14.8,0.539,0.555,0.305,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,2.3,1.7,4.1,0.132,0.6,2.1,2.7,1.7,13.0,0,0,1,0,0
28,77,77,30.2,4.7,10.8,0.435,2.1,5.3,0.39,2.6,5.5,0.48,0.531,1.8,2.0,0.89,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8,13.2,12.6,0.568,0.492,0.186,2.0,10.3,6.2,9.1,1.8,0.9,9.8,19.0,1.4,1.4,2.8,0.058,-0.9,-0.6,-1.5,0.3,14.004703,0,0,0,0,1
24,11,0,17.9,3.0,6.5,0.458,0.5,1.9,0.286,2.5,4.6,0.529,0.5,0.6,1.2,0.538,1.2,3.4,4.5,1.0,0.9,1.0,1.0,2.4,7.2,13.7,0.508,0.292,0.181,6.8,21.4,13.7,8.9,2.5,5.0,12.4,19.4,-0.1,0.3,0.2,0.052,-3.8,0.6,-3.3,-0.1,0.50208,0,0,0,1,0
22,9,1,14.3,1.3,3.7,0.364,1.0,2.6,0.391,0.3,1.1,0.3,0.5,0.2,0.2,1.0,0.6,1.3,1.9,0.6,0.2,0.2,0.6,1.4,3.9,6.4,0.517,0.697,0.061,4.1,10.6,7.2,5.3,0.8,1.5,12.9,13.0,0.0,0.0,0.0,-0.005,-4.1,-3.4,-7.5,-0.2,1.876222,0,0,0,0,1
24,48,48,36.0,6.4,14.5,0.443,2.4,6.6,0.363,4.0,7.9,0.511,0.526,1.9,2.5,0.754,1.5,4.0,5.5,2.6,1.5,0.5,1.7,2.7,17.1,14.8,0.549,0.455,0.169,4.4,12.6,8.3,11.0,2.1,1.4,9.7,20.5,1.8,1.9,3.7,0.104,0.4,0.1,0.5,1.1,17.357143,0,0,0,1,0
21,40,2,9.3,0.8,2.7,0.296,0.4,1.7,0.25,0.4,1.0,0.375,0.375,0.2,0.3,0.667,0.1,1.0,1.1,1.0,0.4,0.0,0.1,1.1,2.2,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,-0.1,0.4,0.2,0.032,-5.5,1.0,-4.5,-0.2,1.563518,0,0,1,0,0
20,69,69,33.8,6.1,12.0,0.508,0.3,1.3,0.25,5.8,10.7,0.541,0.522,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15.0,16.1,0.549,0.111,0.304,6.9,19.8,13.5,11.6,1.2,4.4,12.4,20.4,1.5,3.7,5.2,0.107,-0.9,1.5,0.6,1.5,8.47872,0,1,0,0,0
23,73,15,22.7,3.8,9.5,0.404,1.9,5.1,0.374,1.9,4.4,0.44,0.504,1.2,1.6,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8,15.2,0.529,0.535,0.173,4.0,17.1,10.4,16.0,3.0,2.1,13.0,21.3,0.9,2.8,3.7,0.107,0.3,1.6,1.9,1.6,8.25,0,0,0,0,1
29,63,5,19.9,2.7,6.1,0.441,1.0,3.0,0.337,1.7,3.1,0.541,0.523,1.0,1.2,0.88,0.4,2.8,3.2,1.0,0.6,0.1,0.6,1.5,7.4,10.9,0.561,0.488,0.196,2.4,14.9,8.8,7.1,1.5,0.5,8.4,15.8,0.9,1.8,2.7,0.102,-2.4,0.4,-2.0,0.0,2.133278,0,0,0,0,1
25,5,0,29.0,3.0,8.8,0.341,3.0,7.4,0.405,0.0,1.4,0.0,0.511,1.0,1.4,0.714,0.2,1.0,1.2,2.0,1.0,0.6,1.0,1.8,10.0,8.6,0.531,0.841,0.159,0.7,3.7,2.2,10.0,1.7,1.9,9.6,15.5,0.0,0.1,0.1,0.033,-2.8,-0.4,-3.2,0.0,1.752638,0,0,1,0,0
21,69,4,19.0,3.3,8.3,0.403,1.9,5.2,0.366,1.4,3.1,0.465,0.518,1.6,1.8,0.856,0.2,2.5,2.7,2.8,0.6,0.3,1.2,2.2,10.1,14.4,0.558,0.627,0.219,1.2,14.4,8.0,21.2,1.5,1.4,12.1,23.8,1.1,1.3,2.4,0.088,0.3,-0.7,-0.4,0.5,2.20152,0,0,0,0,1
30,51,2,14.8,1.9,4.4,0.436,1.1,2.9,0.397,0.8,1.5,0.506,0.564,0.4,0.5,0.731,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1,5.4,11.6,0.577,0.649,0.116,4.2,12.1,8.0,9.6,1.4,0.8,9.2,14.8,0.7,0.4,1.2,0.075,-0.7,-0.7,-1.4,0.1,2.298385,0,0,0,0,1
29,63,27,29.3,5.4,12.6,0.431,2.7,7.3,0.368,2.7,5.3,0.516,0.537,1.5,1.8,0.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1,15.1,15.4,0.562,0.578,0.145,1.7,13.0,7.4,15.5,1.8,0.7,7.7,21.6,2.5,1.2,3.7,0.095,1.5,-0.2,1.3,1.5,18.0,0,0,0,0,1
22,66,7,16.0,1.6,3.9,0.419,0.7,2.0,0.353,0.9,1.9,0.488,0.51,0.3,0.4,0.769,0.6,2.5,3.1,1.0,0.5,0.1,0.4,0.9,4.3,10.1,0.525,0.516,0.101,4.2,17.4,10.8,8.2,1.7,0.4,8.8,12.3,0.5,0.9,1.4,0.065,-1.7,-0.2,-1.8,0.1,1.968175,0,0,0,1,0
33,57,46,29.3,4.7,9.9,0.475,2.2,5.3,0.412,2.5,4.6,0.548,0.585,1.8,2.4,0.778,0.3,1.7,2.0,2.7,0.5,0.3,1.9,1.1,13.4,12.1,0.614,0.534,0.239,1.0,6.5,3.7,14.1,0.8,1.0,14.6,18.6,1.5,-0.1,1.4,0.04,-0.1,-2.2,-2.3,-0.1,19.56836,0,0,0,0,1
29,44,0,10.5,1.4,2.5,0.569,0.3,0.6,0.538,1.1,1.9,0.578,0.633,1.0,1.2,0.808,0.8,1.2,1.9,0.6,0.1,0.3,0.4,1.3,4.1,14.7,0.682,0.239,0.477,8.0,12.2,10.2,8.3,0.5,2.0,12.0,14.4,1.1,0.2,1.4,0.14,-0.6,-1.3,-1.9,0.0,1.83609,0,1,0,0,0
36,71,70,27.9,2.9,6.0,0.484,1.1,2.7,0.415,1.8,3.3,0.54,0.577,0.6,0.9,0.738,1.4,4.0,5.5,2.1,0.8,0.2,0.9,2.3,7.6,11.3,0.593,0.451,0.143,5.8,16.2,11.1,10.6,1.5,0.8,12.7,11.7,2.4,2.6,5.0,0.121,-0.8,1.4,0.6,1.3,10.49,0,1,0,0,0
35,75,63,24.7,3.7,7.1,0.524,0.7,2.2,0.315,3.0,4.8,0.62,0.574,2.2,2.6,0.833,0.5,2.5,3.1,1.3,0.4,0.4,0.9,2.0,10.3,12.5,0.627,0.318,0.374,2.6,11.1,7.0,7.3,0.7,1.3,10.3,16.3,2.7,1.2,3.9,0.101,-1.2,-1.3,-2.5,-0.2,4.5,0,1,0,0,0
23,36,3,12.8,1.2,3.5,0.339,0.8,2.4,0.314,0.4,1.1,0.39,0.445,0.1,0.2,0.625,0.6,1.1,1.7,0.6,0.6,0.4,0.4,1.6,3.3,7.6,0.452,0.677,0.063,4.7,9.1,6.8,5.9,2.4,2.9,9.1,12.8,-0.1,0.6,0.6,0.058,-3.8,1.1,-2.7,-0.1,1.901625,1,0,0,0,0
37,56,56,37.2,11.4,21.8,0.524,2.9,8.0,0.359,8.6,13.8,0.62,0.59,4.5,6.0,0.756,1.1,7.1,8.2,6.2,1.3,1.1,3.5,2.2,30.3,26.2,0.619,0.367,0.275,3.3,20.4,11.8,30.6,1.7,2.5,12.5,32.3,5.2,2.3,7.5,0.172,6.9,0.8,7.7,5.1,44.474988,0,1,0,0,0
26,66,66,33.4,6.4,14.2,0.452,1.9,5.7,0.341,4.5,8.5,0.526,0.52,2.4,3.3,0.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1,15.2,0.547,0.401,0.234,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,0.0,2.0,2.0,0.044,0.2,-0.4,-0.2,1.0,13.0,0,1,0,0,0
26,66,3,22.2,3.7,8.7,0.432,1.9,5.4,0.357,1.8,3.2,0.559,0.544,1.3,2.0,0.664,0.4,1.8,2.2,2.0,0.8,0.2,1.0,1.9,10.7,13.3,0.563,0.628,0.229,1.9,9.0,5.5,14.1,1.8,0.6,9.6,21.1,1.3,1.6,2.9,0.094,-0.3,0.5,0.2,0.8,7.426088,0,0,0,1,0
22,33,7,21.6,4.1,6.7,0.614,0.4,1.2,0.316,3.7,5.5,0.676,0.641,1.1,1.5,0.706,2.9,2.3,5.2,1.2,0.4,0.2,0.7,1.8,9.6,19.0,0.656,0.173,0.232,14.6,12.2,13.4,8.6,1.0,1.0,8.7,15.9,2.2,0.2,2.4,0.16,2.2,-2.7,-0.6,0.3,1.563518,0,0,0,0,1
31,78,16,20.5,2.6,5.7,0.454,1.0,3.0,0.329,1.6,2.7,0.594,0.541,0.5,0.7,0.75,1.1,2.9,4.0,1.2,0.6,0.5,0.9,1.9,6.6,11.0,0.556,0.531,0.118,5.9,15.4,10.7,7.6,1.4,2.0,12.6,14.3,0.9,1.4,2.3,0.07,-1.7,-0.1,-1.8,0.1,5.121951,0,0,0,1,0
35,54,17,23.2,2.2,5.1,0.429,0.8,2.5,0.306,1.4,2.6,0.546,0.504,1.1,1.1,0.919,0.7,2.2,2.9,2.2,0.8,0.1,0.8,1.3,6.2,10.2,0.552,0.487,0.225,3.3,9.7,6.6,12.4,1.6,0.5,11.9,11.7,1.3,1.0,2.3,0.087,-2.2,0.6,-1.6,0.1,4.0,0,0,1,0,0
21,42,1,8.6,1.5,3.6,0.404,0.7,2.1,0.318,0.8,1.5,0.524,0.497,0.3,0.4,0.688,0.1,1.0,1.1,1.5,0.4,0.2,0.8,1.1,3.8,12.1,0.509,0.583,0.106,1.6,11.8,6.8,26.0,2.3,2.0,17.3,23.1,0.0,0.5,0.4,0.057,-2.3,0.7,-1.6,0.0,1.563518,0,0,0,0,1
22,62,61,29.9,5.8,11.0,0.525,1.1,3.5,0.327,4.7,7.6,0.615,0.576,2.3,3.3,0.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,2.7,15.0,18.4,0.601,0.313,0.303,7.9,29.1,18.5,15.4,0.9,2.1,13.1,20.9,2.6,2.4,5.0,0.129,1.0,0.6,1.6,1.7,14.15,0,1,0,0,0
27,69,8,17.1,2.6,5.7,0.454,1.2,3.3,0.376,1.3,2.3,0.565,0.564,0.9,1.2,0.756,0.4,2.1,2.5,1.0,0.7,0.3,0.8,1.7,7.3,12.4,0.589,0.587,0.21,2.3,13.8,7.9,8.1,1.9,1.9,11.1,17.0,1.0,1.2,2.2,0.09,-1.0,0.0,-0.9,0.3,7.295,0,1,0,0,0
30,51,51,24.0,4.2,9.1,0.462,2.1,5.0,0.422,2.1,4.1,0.512,0.578,0.8,1.0,0.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3,11.4,0.593,0.551,0.11,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,1.1,0.5,1.6,0.062,-0.4,-2.1,-2.5,-0.1,13.75,0,1,0,0,0
32,69,69,30.9,6.1,13.4,0.455,2.6,6.8,0.387,3.5,6.7,0.524,0.552,3.2,3.8,0.858,0.8,3.4,4.3,1.7,0.5,0.0,1.7,1.7,18.1,15.7,0.599,0.504,0.28,3.1,11.8,7.6,8.7,0.8,0.0,10.2,23.7,3.6,1.6,5.2,0.118,1.6,-1.6,0.0,1.1,19.55,0,1,0,0,0
24,51,8,17.6,2.1,3.8,0.538,0.4,1.2,0.328,1.7,2.6,0.634,0.59,1.1,1.4,0.8,1.2,2.1,3.3,0.6,0.5,0.6,0.6,2.1,5.6,13.0,0.633,0.313,0.359,7.6,13.6,10.6,4.4,1.4,3.2,11.7,12.5,1.4,0.8,2.2,0.119,-1.5,0.5,-0.9,0.2,3.2,0,1,0,0,0
28,40,40,36.0,8.7,19.3,0.451,1.6,5.3,0.3,7.1,14.0,0.508,0.492,4.2,5.1,0.833,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,17.5,0.539,0.272,0.263,3.0,11.4,7.3,30.8,1.2,0.9,13.6,30.8,0.6,0.7,1.4,0.046,2.0,-1.2,0.8,1.0,43.27925,0,0,0,0,1
20,71,71,25.6,3.5,6.9,0.51,0.2,0.6,0.326,3.3,6.3,0.529,0.526,1.0,1.5,0.718,3.2,5.5,8.7,1.2,0.3,1.1,1.2,3.0,8.3,14.0,0.55,0.094,0.21,12.8,24.5,18.4,6.9,0.6,3.9,13.7,14.6,1.6,1.8,3.4,0.091,-2.5,-0.8,-3.3,-0.6,3.43332,1,0,0,0,0
22,75,74,31.9,6.3,13.5,0.466,2.1,5.3,0.398,4.2,8.2,0.51,0.545,2.4,3.1,0.756,1.1,5.0,6.1,2.1,0.8,0.2,1.2,2.0,17.0,15.2,0.574,0.395,0.231,3.5,16.7,10.0,9.5,1.2,0.5,7.6,21.3,2.9,2.0,4.9,0.098,0.7,-1.2,-0.5,0.9,3.873024,0,0,0,1,0
33,81,48,29.0,4.0,9.8,0.408,2.8,7.0,0.4,1.2,2.8,0.429,0.551,0.6,0.7,0.814,0.2,1.7,1.9,2.3,0.6,0.2,0.9,1.4,11.4,10.4,0.563,0.715,0.074,0.9,6.2,3.6,10.6,1.1,0.6,8.2,16.4,1.9,0.9,2.8,0.058,-0.3,-1.4,-1.7,0.2,6.479,0,0,0,0,1
23,72,10,17.1,3.5,6.6,0.531,0.7,2.3,0.308,2.8,4.2,0.655,0.586,1.3,1.7,0.758,1.0,2.8,3.7,1.1,0.3,0.5,0.8,1.4,9.0,18.3,0.614,0.357,0.262,5.9,17.7,11.7,10.9,1.0,2.6,9.6,20.8,2.5,1.5,3.9,0.153,1.7,0.3,2.0,1.2,5.34828,0,1,0,0,0
25,55,6,21.4,3.1,7.3,0.429,0.8,2.4,0.323,2.4,4.9,0.481,0.483,1.1,1.3,0.836,0.5,2.0,2.6,2.5,0.5,0.3,0.8,1.8,8.2,11.9,0.517,0.33,0.181,2.9,10.4,6.7,17.6,1.2,1.3,9.2,18.3,0.7,1.0,1.7,0.069,-1.6,-0.6,-2.2,-0.1,1.997718,0,0,0,0,1
26,59,14,16.2,2.3,4.5,0.517,0.3,0.9,0.309,2.0,3.5,0.572,0.549,0.8,1.0,0.754,1.1,2.9,3.9,0.7,0.5,0.2,0.8,1.0,5.7,12.4,0.578,0.209,0.232,6.8,18.7,12.7,5.7,1.4,1.2,13.4,14.8,0.6,1.0,1.6,0.08,-2.1,-0.5,-2.6,-0.1,1.87872,0,0,0,1,0
27,68,68,37.9,8.8,17.8,0.494,1.1,3.2,0.344,7.7,14.5,0.527,0.525,4.2,5.6,0.749,1.9,6.6,8.5,5.3,1.3,0.6,2.7,3.3,22.8,20.3,0.565,0.181,0.314,5.1,20.1,12.2,23.0,1.6,1.6,11.6,25.8,4.9,3.2,8.1,0.151,2.7,0.8,3.5,3.6,35.448672,0,1,0,0,0
25,68,68,34.5,9.7,20.9,0.466,2.7,7.0,0.383,7.0,13.9,0.508,0.53,4.6,5.3,0.868,0.7,4.4,5.0,4.8,1.1,0.4,2.4,2.6,26.8,21.3,0.576,0.336,0.255,2.1,13.2,7.8,22.4,1.6,1.0,9.3,32.0,4.3,3.3,7.6,0.156,3.9,0.2,4.1,3.6,33.8334,0,0,0,0,1
26,75,75,31.7,5.8,11.1,0.52,1.2,3.5,0.335,4.6,7.7,0.605,0.573,2.3,3.1,0.743,1.7,4.2,5.9,2.5,0.6,0.6,1.8,2.0,15.0,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,3.2,2.0,5.2,0.105,0.5,-1.1,-0.6,0.9,19.690909,0,1,0,0,0
22,50,16,14.6,2.6,5.0,0.52,0.5,1.6,0.288,2.2,3.4,0.628,0.565,1.3,1.9,0.681,1.6,2.0,3.5,1.1,0.4,0.8,0.9,2.1,7.0,18.0,0.595,0.317,0.373,11.9,15.3,13.5,11.2,1.4,5.0,13.6,19.9,1.3,0.6,1.9,0.122,-0.2,-0.6,-0.8,0.2,4.765339,1,0,0,0,0
25,68,27,23.4,3.1,7.5,0.417,1.8,4.8,0.368,1.4,2.8,0.5,0.533,0.6,0.8,0.815,0.3,1.5,1.9,3.1,0.9,0.2,1.4,2.3,8.7,10.6,0.551,0.63,0.105,1.6,7.3,4.5,19.4,2.0,0.8,15.4,17.8,0.7,1.9,2.5,0.076,-1.9,0.5,-1.4,0.2,1.815677,0,0,1,0,0
22,64,1,10.9,1.3,3.2,0.411,0.2,0.8,0.255,1.1,2.4,0.464,0.443,0.4,0.7,0.591,0.6,1.3,1.9,1.5,0.4,0.2,0.8,1.1,3.2,10.0,0.463,0.252,0.218,5.6,14.1,9.7,19.8,2.0,1.4,19.3,16.9,-0.4,0.8,0.4,0.03,-3.5,0.4,-3.1,-0.2,1.563518,0,0,1,0,0
25,68,16,23.3,3.7,8.3,0.441,2.7,6.5,0.41,1.0,1.8,0.557,0.602,0.6,0.8,0.792,0.4,2.6,3.0,1.4,0.4,0.2,0.8,1.7,10.6,12.7,0.614,0.784,0.094,1.7,12.5,7.2,8.8,0.9,1.1,8.8,18.1,2.0,1.7,3.6,0.11,1.4,-0.4,0.9,1.2,1.815677,0,0,0,1,0
