Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
490,Mason Plumlee,C,32,TOT,79,2054,19.6,.689,.000,.647,11.8,25.1,18.4,17.3,1.1,2.0,15.8,15.2,,5.5,2.4,7.9,.185,,1.2,1.0,2.2,2.2,plumlma01
491,Mason Plumlee,C,32,CHO,56,1597,20.0,.673,.000,.646,12.2,24.1,18.1,18.7,1.0,1.9,14.6,15.7,,4.3,1.8,6.1,.183,,1.5,0.9,2.4,1.8,plumlma01
492,Mason Plumlee,C,32,LAC,23,457,18.2,.761,.000,.648,10.4,28.4,19.5,12.3,1.2,2.3,21.0,13.7,,1.2,0.6,1.8,.190,,0.1,1.2,1.3,0.4,plumlma01
493,Jakob Poeltl,C,27,TOT,72,1906,21.0,.635,.002,.325,13.0,25.5,19.0,15.2,1.7,4.0,15.0,18.2,,3.7,2.2,6.0,.150,,1.1,0.8,1.9,1.9,poeltja01
494,Jakob Poeltl,C,27,SAS,46,1199,19.7,.625,.003,.332,13.3,25.0,18.9,17.0,1.4,3.6,17.8,18.6,,1.8,1.1,2.9,.115,,0.5,0.4,0.9,0.9,poeltja01
495,Jakob Poeltl,C,27,TOR,26,707,23.1,.652,.000,.313,12.5,26.4,19.0,12.1,2.1,4.7,10.0,17.5,,1.9,1.2,3.1,.209,,2.2,1.5,3.6,1.0,poeltja01
496,Aleksej Pokusevski,PF,21,OKC,34,701,13.4,.522,.418,.141,6.8,17.8,12.2,12.4,1.4,5.7,14.0,18.3,,0.0,1.0,1.0,.066,,-1.0,1.0,0.0,0.3,pokusal01
497,Jordan Poole,PG,23,GSW,82,2458,14.6,.573,.498,.325,1.5,8.5,5.0,22.5,1.2,0.8,14.7,29.2,,1.4,1.9,3.2,.063,,0.0,-1.8,-1.8,0.1,poolejo01
498,Kevin Porter Jr.,PG,22,HOU,59,2024,16.2,.565,.436,.299,4.1,13.1,8.5,25.7,2.0,0.8,15.8,24.3,,1.9,1.0,2.9,.068,,1.4,-0.8,0.6,1.3,porteke02
499,Michael Porter Jr.,SF,24,DEN,62,1798,16.8,.621,.556,.147,4.2,17.2,10.9,5.3,1.0,1.4,7.3,22.7,,2.6,1.8,4.3,.116,,2.0,-1.8,0.2,1.0,portemi01
500,Otto Porter Jr.,SF,29,TOR,8,146,14.0,.656,.567,.267,4.3,10.9,7.4,7.2,3.7,0.0,10.7,11.0,,0.2,0.2,0.4,.142,,-1.3,2.0,0.7,0.1,porteot01
501,Bobby Portis,PF,27,MIL,70,1818,17.8,.575,.320,.156,9.2,28.6,19.3,8.7,0.8,0.7,8.6,21.7,,2.5,2.8,5.3,.139,,1.2,-0.6,0.7,1.2,portibo01
502,Kristaps Porziņģis,C,27,WAS,65,2120,23.1,.627,.350,.409,6.2,21.8,14.3,12.9,1.3,4.0,10.2,27.4,,5.0,2.7,7.7,.174,,3.8,0.5,4.3,3.4,porzikr01
503,Micah Potter,PF,24,UTA,7,52,18.6,.800,.467,.000,6.3,26.7,16.6,11.2,0.9,0.0,11.8,13.7,,0.2,0.0,0.2,.186,,2.4,1.2,3.5,0.1,pottemi01
504,Dwight Powell,C,31,DAL,76,1458,15.5,.738,.019,.625,11.8,13.3,12.5,6.9,1.6,1.6,15.9,12.6,,3.8,1.3,5.1,.168,,-1.2,0.0,-1.2,0.3,poweldw01
505,Norman Powell,SG,29,LAC,60,1567,17.1,.612,.404,.390,1.7,10.7,6.3,11.0,1.6,1.0,10.8,26.0,,2.1,1.4,3.5,.107,,1.0,-0.7,0.3,0.9,powelno01
506,Jason Preston,PG,23,LAC,14,124,10.3,.489,.439,.049,1.8,17.9,9.9,30.9,0.8,0.0,19.3,18.3,,0.0,0.1,0.1,.021,,-2.1,-0.5,-2.6,0.0,prestja01
507,Joshua Primo,SG,20,SAS,4,93,6.1,.467,.462,.346,2.3,13.4,7.6,24.4,0.5,1.8,26.9,18.2,,-0.2,0.0,-0.1,-0.073,,-4.7,-1.6,-6.3,-0.1,primojo01
508,Taurean Prince,SF,28,MIN,54,1192,10.0,.597,.512,.203,1.4,10.8,6.2,9.6,1.1,1.1,14.3,17.3,,0.3,1.0,1.3,.052,,-2.7,-0.6,-3.3,-0.4,princta02
509,Payton Pritchard,PG,25,BOS,48,643,10.3,.536,.629,.065,4.3,10.5,7.5,14.0,1.1,0.1,13.7,19.8,,-0.1,0.7,0.6,.045,,-2.1,-1.2,-3.4,-0.2,pritcpa01
510,Trevelin Queen,SG,25,IND,7,70,6.0,.337,.517,.172,12.7,14.2,13.5,11.1,1.4,6.1,18.3,22.9,,-0.3,0.1,-0.2,-0.133,,-5.6,-1.5,-7.2,-0.1,queentr01
511,Neemias Queta,C,23,SAC,5,29,17.0,.607,.000,.222,19.8,23.5,21.7,5.0,0.0,6.0,9.2,16.1,,0.1,0.0,0.1,.149,,-2.6,-0.8,-3.4,0.0,quetane01
512,Immanuel Quickley,PG,23,NYK,81,2344,16.3,.578,.485,.265,2.7,13.1,7.9,17.4,1.7,0.6,8.7,20.9,,4.4,2.3,6.7,.137,,1.3,0.4,1.7,2.1,quickim01
513,Lester Quinones,SG,22,GSW,4,18,8.6,.654,.800,1.200,6.2,12.0,9.2,14.2,2.6,0.0,39.6,29.4,,-0.1,0.0,0.0,-0.103,,-6.4,-3.7,-10.1,0.0,quinole01
514,Julius Randle,PF,28,NYK,77,2737,20.3,.581,.444,.371,5.6,25.2,15.4,18.5,0.9,0.7,11.5,29.5,,5.0,3.1,8.1,.142,,3.9,-0.2,3.7,3.9,randlju01
515,Austin Reaves,SG,24,LAL,64,1843,14.9,.687,.441,.541,2.0,9.0,5.6,15.7,0.8,0.9,14.0,16.2,,4.1,1.4,5.4,.142,,0.6,0.1,0.7,1.2,reaveau01
516,Cam Reddish,SF,23,TOT,40,990,10.6,.561,.462,.240,2.0,8.1,5.0,8.1,1.9,1.3,12.0,17.1,,0.3,0.7,0.9,.046,,-2.6,-0.8,-3.4,-0.4,reddica01
517,Cam Reddish,SF,23,NYK,20,438,10.6,.558,.412,.243,1.7,6.0,3.9,6.3,1.7,1.7,9.1,16.2,,0.3,0.4,0.7,.071,,-2.2,0.0,-2.3,0.0,reddica01
518,Cam Reddish,SF,23,POR,20,552,10.6,.563,.500,.239,2.3,9.6,5.9,9.6,2.1,1.0,14.1,17.8,,0.0,0.3,0.3,.025,,-3.0,-1.4,-4.3,-0.3,reddica01
519,Davon Reed,SG,27,TOT,43,342,6.2,.471,.548,.286,3.4,16.0,9.9,8.2,2.1,1.0,17.5,14.5,,-0.4,0.4,0.1,.008,,-5.4,0.0,-5.3,-0.3,reedda01
520,Davon Reed,SG,27,DEN,35,315,5.2,.456,.550,.250,3.4,16.3,10.0,7.3,2.0,1.1,18.4,15.0,,-0.4,0.4,-0.1,-0.009,,-5.8,-0.3,-6.1,-0.3,reedda01
521,Davon Reed,SG,27,LAL,8,27,16.7,.694,.500,1.000,4.1,11.5,7.9,19.2,3.5,0.0,0.0,9.0,,0.1,0.0,0.1,.208,,-0.1,4.4,4.3,0.0,reedda01
522,Paul Reed,C,23,PHI,69,755,19.2,.620,.029,.244,17.8,23.1,20.5,5.3,3.0,6.3,16.3,16.4,,1.2,1.6,2.8,.180,,-1.6,1.5,-0.1,0.4,reedpa01
523,Naz Reid,C,23,MIN,68,1251,18.5,.617,.376,.220,6.6,22.8,14.9,9.6,1.6,3.7,12.7,24.8,,1.1,1.9,3.0,.114,,0.3,0.8,1.0,1.0,reidna01
524,Jared Rhoden,SG,23,DET,14,198,6.5,.482,.455,.136,6.0,15.0,10.4,2.8,1.0,0.4,6.0,10.7,,0.0,0.1,0.1,.027,,-4.9,-1.1,-6.1,-0.2,rhodeja01
525,Nick Richards,C,25,CHO,65,1217,18.3,.676,.003,.585,12.6,24.0,18.2,4.5,0.4,5.1,13.0,15.6,,2.7,1.5,4.2,.165,,-1.0,-0.2,-1.3,0.2,richani01
526,Josh Richardson,SG,29,TOT,65,1530,12.3,.555,.529,.146,2.9,9.9,6.3,15.8,2.2,1.2,12.7,18.4,,0.6,1.1,1.8,.055,,-1.0,-0.1,-1.2,0.3,richajo01
527,Josh Richardson,SG,29,SAS,42,997,13.6,.556,.510,.148,3.2,10.1,6.5,19.3,1.9,0.9,12.7,20.5,,0.6,0.4,1.0,.047,,-0.1,-1.0,-1.1,0.2,richajo01
528,Josh Richardson,SG,29,NOP,23,533,9.9,.550,.581,.142,2.3,9.6,6.0,9.2,2.6,1.6,12.8,14.5,,0.1,0.7,0.8,.071,,-2.9,1.5,-1.3,0.1,richajo01
529,Austin Rivers,SG,30,MIN,52,1016,7.4,.564,.589,.187,0.6,8.4,4.6,9.3,1.3,0.3,9.2,10.5,,0.5,0.8,1.3,.061,,-3.3,0.5,-2.8,-0.2,riverau01
530,Duncan Robinson,SF,28,MIA,42,691,7.8,.534,.810,.135,1.3,10.7,5.9,9.7,1.0,0.0,10.0,17.9,,-0.1,0.6,0.5,.035,,-3.5,-1.5,-5.0,-0.5,robindu01
531,Mitchell Robinson,C,24,NYK,59,1591,18.9,.652,.000,.436,18.4,20.0,19.2,4.5,1.7,6.5,10.9,10.1,,4.0,2.6,6.5,.198,,1.0,1.4,2.4,1.7,robinmi01
532,Orlando Robinson,C,22,MIA,31,425,13.4,.565,.067,.348,12.8,22.3,17.4,8.4,1.4,2.9,13.5,12.4,,0.5,0.6,1.1,.129,,-2.7,0.7,-2.1,0.0,robinor01
533,Jeremiah Robinson-Earl,PF,22,OKC,43,814,12.9,.548,.448,.169,9.2,14.7,11.9,7.0,1.4,1.2,6.7,14.6,,1.1,0.8,1.9,.111,,-0.8,-0.7,-1.5,0.1,robinje02
534,Isaiah Roby,PF,24,SAS,42,474,9.3,.497,.387,.265,4.7,20.6,12.3,10.7,1.8,1.2,15.2,17.8,,-0.4,0.3,-0.1,-0.011,,-4.0,-0.6,-4.6,-0.3,robyis01
535,David Roddy,PF,21,MEM,70,1258,8.8,.519,.505,.155,4.2,12.0,8.1,6.1,1.1,1.4,11.3,16.7,,-0.3,1.4,1.1,.043,,-3.2,-0.7,-3.9,-0.6,roddyda01
536,Ryan Rollins,PG,20,GSW,12,62,-1.4,.508,.450,.300,5.4,15.7,10.6,12.4,0.8,1.4,41.4,26.1,,-0.3,0.1,-0.3,-0.218,,-11.3,-3.7,-15.0,-0.2,rolliry01
537,Derrick Rose,PG,34,NYK,27,338,10.1,.463,.396,.075,2.6,10.4,6.5,19.9,1.0,1.4,11.8,23.6,,-0.3,0.3,0.0,-0.001,,-2.2,-1.5,-3.7,-0.1,rosede01
538,Terrence Ross,SG,31,TOT,63,1330,10.2,.544,.555,.073,1.8,11.2,6.5,10.2,1.3,0.7,8.2,16.8,,0.5,1.2,1.6,.059,,-1.8,-0.3,-2.1,0.0,rosste01
539,Terrence Ross,SG,31,ORL,42,944,8.6,.543,.535,.067,1.2,9.0,5.1,8.1,1.3,0.8,10.7,15.7,,-0.1,0.7,0.6,.032,,-2.7,-0.4,-3.1,-0.3,rosste01
540,Terrence Ross,SG,31,PHO,21,386,14.2,.546,.590,.084,3.4,16.7,9.9,15.4,1.3,0.5,3.4,19.7,,0.6,0.4,1.0,.127,,0.3,0.2,0.5,0.2,rosste01
541,Terry Rozier,SG,28,CHO,63,2221,14.7,.517,.425,.185,2.4,10.2,6.2,22.7,1.6,0.6,9.4,26.9,,0.1,1.6,1.7,.037,,0.6,-1.1,-0.6,0.8,roziete01
542,Ricky Rubio,PG,32,CLE,33,566,10.4,.442,.461,.197,1.9,12.7,7.3,27.1,2.3,1.0,13.8,17.7,,-0.2,0.9,0.7,.062,,-3.8,1.1,-2.8,-0.1,rubiori01
543,D'Angelo Russell,PG,26,TOT,71,2304,16.3,.605,.517,.228,1.7,8.5,5.2,27.4,1.4,1.1,15.1,22.7,,3.1,1.9,5.1,.106,,2.2,-0.7,1.5,2.0,russeda01
544,D'Angelo Russell,PG,26,MIN,54,1778,16.1,.604,.521,.230,1.8,8.5,5.2,27.0,1.6,1.0,15.5,22.8,,2.3,1.5,3.8,.103,,1.9,-0.7,1.2,1.4,russeda01
545,D'Angelo Russell,PG,26,LAL,17,526,17.1,.610,.502,.222,1.5,8.5,5.1,28.8,0.9,1.3,13.9,22.6,,0.9,0.4,1.3,.118,,3.1,-0.7,2.4,0.6,russeda01
546,Matt Ryan,SF,25,TOT,34,310,8.1,.538,.778,.111,1.4,7.6,4.6,6.9,0.8,0.3,5.8,16.5,,0.1,0.2,0.3,.044,,-1.9,-1.5,-3.4,-0.1,ryanma01
547,Matt Ryan,SF,25,LAL,12,129,4.6,.459,.714,.102,1.7,9.6,5.8,4.0,0.7,0.0,5.5,17.7,,-0.1,0.1,0.0,-0.014,,-4.2,-1.4,-5.7,-0.1,ryanma01
548,Matt Ryan,SF,25,MIN,22,181,10.6,.604,.831,.119,1.3,6.1,3.7,8.9,0.8,0.5,6.1,15.6,,0.2,0.1,0.3,.084,,-0.2,-1.6,-1.7,0.0,ryanma01
549,Domantas Sabonis,C,26,SAC,79,2736,23.5,.668,.088,.467,10.6,30.0,20.3,30.4,1.1,1.2,16.9,21.3,,9.6,3.0,12.6,.221,,4.1,1.8,5.8,5.4,sabondo01
550,Luka Šamanić,PF,23,UTA,7,161,11.0,.550,.544,.228,0.0,19.9,10.1,13.0,1.8,1.1,13.8,18.9,,0.0,0.2,0.2,.045,,-3.2,1.1,-2.1,0.0,samanlu01
551,Dario Šarić,PF,28,TOT,57,806,13.5,.583,.415,.274,7.1,21.4,14.1,12.7,1.2,0.8,15.1,19.2,,0.7,1.0,1.7,.099,,-1.5,0.1,-1.4,0.1,saricda01
552,Dario Šarić,PF,28,PHO,37,533,12.3,.545,.388,.247,7.9,21.9,14.8,14.6,1.2,0.8,15.4,18.7,,0.3,0.7,0.9,.085,,-2.3,0.3,-2.0,0.0,saricda01
553,Dario Šarić,PF,28,OKC,20,273,15.9,.650,.465,.323,5.4,20.5,12.8,8.9,1.2,0.7,14.4,20.2,,0.4,0.3,0.7,.127,,0.1,-0.2,-0.2,0.1,saricda01
554,Olivier Sarr,C,23,OKC,9,114,11.5,.544,.267,.233,11.1,18.2,14.6,4.6,0.4,4.1,10.8,13.6,,0.1,0.1,0.2,.094,,-4.2,-0.7,-4.9,-0.1,sarrol01
555,Jordan Schakel,SF,24,WAS,2,6,24.3,.750,.500,.000,0.0,0.0,0.0,23.5,8.1,0.0,0.0,14.5,,0.0,0.0,0.0,.314,,7.7,9.3,17.0,0.0,schakjo01
556,Admiral Schofield,PF,25,ORL,37,451,10.1,.587,.607,.189,5.8,9.8,7.8,9.6,0.9,1.1,10.8,14.1,,0.5,0.3,0.8,.089,,-2.2,-0.7,-2.9,-0.1,schofad01
557,Dennis Schröder,PG,29,LAL,66,1986,11.5,.545,.346,.388,1.2,7.5,4.4,20.1,1.2,0.4,12.8,18.6,,1.3,1.5,2.8,.068,,-2.4,-0.5,-2.9,-0.4,schrode01
558,Jay Scrubb,SG,22,ORL,2,30,14.2,.825,.286,.286,0.0,22.7,11.3,5.0,3.2,0.0,27.6,15.6,,0.0,0.0,0.1,.083,,-2.9,1.0,-1.9,0.0,scrubja01
559,Dereon Seabron,SG,22,NOP,5,12,4.6,.400,.000,.000,9.5,0.0,4.7,0.0,0.0,0.0,0.0,17.9,,0.0,0.0,0.0,-0.034,,-6.6,-4.7,-11.3,0.0,seabrde01
560,Alperen Şengün,C,20,HOU,75,2171,19.7,.599,.071,.360,12.1,22.3,17.1,21.0,1.6,3.2,17.3,21.4,,3.4,1.8,5.2,.115,,1.1,0.4,1.4,1.9,sengual01
561,Collin Sexton,SG,24,UTA,48,1145,15.9,.616,.261,.425,3.5,6.3,5.0,17.9,1.1,0.4,13.3,23.4,,2.0,0.5,2.5,.105,,0.2,-1.5,-1.3,0.2,sextoco01
562,Landry Shamet,SG,25,PHO,40,807,10.9,.537,.663,.170,1.5,7.9,4.6,15.7,1.6,0.6,10.0,18.9,,0.5,0.7,1.2,.071,,-1.1,-0.3,-1.4,0.1,shamela01
563,Day'Ron Sharpe,C,21,BRK,48,552,17.8,.581,.064,.322,20.6,20.1,20.4,9.7,1.3,5.0,17.7,19.0,,0.8,0.8,1.6,.139,,-1.8,-0.6,-2.3,0.0,sharpda01
564,Shaedon Sharpe,SG,19,POR,80,1779,11.5,.568,.437,.162,4.0,11.3,7.6,7.9,1.0,1.2,10.7,19.0,,0.6,0.6,1.2,.032,,-1.3,-2.0,-3.3,-0.6,sharpsh01
565,Pascal Siakam,C,28,TOR,71,2652,20.3,.565,.219,.361,5.2,19.6,11.9,24.9,1.2,1.3,10.0,27.2,,5.2,2.6,7.8,.141,,3.3,-0.1,3.1,3.5,siakapa01
566,Chris Silva,PF,26,DAL,1,3,-2.2,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.1,,0.0,0.0,0.0,-0.260,,-22.5,-0.1,-22.6,0.0,silvach01
567,Ben Simmons,PG,26,BRK,42,1105,13.4,.559,.009,.243,4.2,22.2,13.4,31.3,2.4,1.9,27.2,14.3,,0.5,1.7,2.2,.097,,-2.2,2.6,0.4,0.7,simmobe01
568,Kobi Simmons,PG,25,CHO,5,28,9.0,.363,.833,.333,3.7,11.7,7.6,21.8,0.0,6.2,12.7,11.8,,0.0,0.0,0.0,.019,,-1.3,-0.1,-1.4,0.0,simmoko01
569,Marko Simonovic,C,23,CHI,7,20,-0.1,.381,.571,.286,5.8,5.6,5.7,0.0,0.0,0.0,0.0,17.4,,0.0,0.0,0.0,-0.052,,-10.5,-3.8,-14.4,-0.1,simonma01
570,Anfernee Simons,SG,23,POR,62,2171,14.8,.581,.538,.171,0.9,7.6,4.3,18.6,0.9,0.6,10.2,25.1,,2.1,0.3,2.5,.054,,1.3,-2.5,-1.1,0.5,simonan01
571,Jericho Sims,C,24,NYK,52,812,13.8,.780,.009,.150,13.3,19.4,16.4,4.0,0.9,3.2,19.1,7.4,,1.6,0.9,2.6,.153,,-1.0,0.5,-0.5,0.3,simsje01
572,Marcus Smart,PG,28,BOS,61,1957,12.1,.538,.568,.196,2.6,8.0,5.3,26.4,2.3,1.0,17.9,17.8,,1.0,2.7,3.7,.092,,-1.8,0.8,-1.0,0.5,smartma01
573,Dennis Smith Jr.,PG,25,CHO,54,1390,11.6,.475,.246,.235,2.0,11.0,6.4,26.1,2.6,1.6,14.1,17.6,,-0.4,1.5,1.1,.039,,-3.5,1.3,-2.2,-0.1,smithde03
574,Dru Smith,SG,25,TOT,15,158,11.4,.475,.422,.067,1.4,15.9,8.7,19.3,3.1,2.5,6.1,13.8,,0.1,0.3,0.3,.099,,-3.8,2.9,-0.9,0.0,smithdr01
575,Dru Smith,SG,25,MIA,5,67,7.1,.393,.429,.000,1.7,14.5,7.9,10.1,3.0,4.6,6.7,9.9,,0.0,0.1,0.1,.053,,-6.3,3.1,-3.1,0.0,smithdr01
576,Dru Smith,SG,25,BRK,10,91,14.6,.511,.419,.097,1.3,16.9,9.3,26.0,3.2,0.9,5.8,16.7,,0.1,0.1,0.3,.132,,-2.1,2.7,0.7,0.1,smithdr01
577,Ish Smith,PG,34,DEN,43,398,6.5,.407,.092,.031,1.5,13.8,7.8,32.5,1.0,1.6,24.9,19.3,,-0.8,0.4,-0.5,-0.056,,-5.5,-1.1,-6.6,-0.5,smithis01
578,Jabari Smith Jr.,PF,19,HOU,79,2451,11.2,.514,.438,.231,5.4,20.3,12.7,5.9,0.9,3.0,9.6,18.4,,0.5,1.4,1.9,.037,,-2.3,-1.3,-3.7,-1.1,smithja05
579,Jalen Smith,PF,22,IND,68,1279,15.9,.565,.376,.270,11.2,22.9,17.1,7.6,0.8,4.0,11.2,21.0,,1.1,1.1,2.3,.085,,-0.9,-1.1,-2.1,0.0,smithja04
580,Xavier Sneed,SF,25,CHO,4,48,9.5,.723,.600,.400,0.0,11.3,5.6,13.9,0.0,1.8,20.3,12.9,,0.1,0.0,0.1,.086,,-3.1,-0.4,-3.6,0.0,sneedxa01
581,Jeremy Sochan,PF,19,SAS,56,1458,11.4,.509,.243,.210,6.9,15.6,11.0,13.6,1.4,1.3,13.9,19.8,,-0.5,0.7,0.2,.005,,-2.8,-1.2,-4.0,-0.7,sochaje01
582,Jaden Springer,SG,20,PHI,16,89,17.2,.545,.143,.229,8.1,10.4,9.3,13.8,3.9,3.1,7.2,20.8,,0.1,0.2,0.3,.145,,-2.6,2.9,0.3,0.1,sprinja01
583,Lamar Stevens,PF,25,CLE,62,1120,9.5,.524,.330,.198,5.0,16.7,10.9,4.0,1.2,1.6,7.9,13.6,,0.3,1.6,1.9,.080,,-3.0,0.2,-2.8,-0.2,stevela01
584,Isaiah Stewart,C,21,DET,50,1414,13.1,.560,.465,.338,8.7,23.3,15.8,7.3,0.7,2.1,11.8,17.3,,1.1,0.9,2.0,.068,,-1.0,-1.1,-2.1,0.0,stewais01
585,Max Strus,SF,26,MIA,80,2272,10.8,.557,.713,.113,2.4,11.2,6.7,11.2,0.9,0.5,7.8,17.6,,1.5,1.9,3.4,.071,,-0.8,-0.9,-1.7,0.2,strusma01
586,Jalen Suggs,PG,21,ORL,53,1246,12.5,.528,.455,.268,5.0,9.6,7.3,18.0,2.6,2.1,15.9,20.3,,-0.2,1.5,1.4,.053,,-1.8,0.8,-1.0,0.3,suggsja01
587,Edmond Sumner,SG,27,BRK,53,736,14.0,.597,.323,.401,2.0,9.9,6.0,13.3,2.1,1.2,13.6,22.1,,0.6,0.7,1.3,.086,,-2.4,-0.2,-2.6,-0.1,sumneed01
588,Cole Swider,SF,23,LAL,7,41,7.4,.500,.889,.000,2.7,15.2,9.1,12.0,0.0,0.0,0.0,9.3,,0.0,0.0,0.1,.080,,-2.9,-0.6,-3.5,0.0,swideco01
589,Jae'Sean Tate,SF,27,HOU,31,677,12.2,.546,.201,.301,6.6,12.6,9.6,18.2,1.5,1.0,15.3,18.8,,0.4,0.3,0.7,.049,,-2.8,-0.7,-3.5,-0.3,tateja01
590,Jayson Tatum,PF,24,BOS,74,2732,23.7,.607,.440,.399,3.2,22.5,13.0,20.9,1.4,1.6,10.4,32.7,,6.2,4.3,10.5,.185,,4.8,0.7,5.5,5.1,tatumja01
591,Terry Taylor,PF,23,TOT,31,264,11.0,.557,.253,.147,11.4,8.4,9.9,5.1,0.5,2.0,10.1,14.2,,0.2,0.1,0.3,.054,,-2.3,-1.8,-4.1,-0.1,taylote01
592,Terry Taylor,PF,23,IND,26,228,8.8,.507,.277,.108,10.7,8.3,9.5,5.9,0.6,1.9,11.7,14.2,,0.0,0.1,0.1,.021,,-3.4,-1.9,-5.3,-0.2,taylote01
593,Terry Taylor,PF,23,CHI,5,36,25.0,.850,.100,.400,16.0,9.3,12.6,0.0,0.0,2.7,0.0,14.5,,0.2,0.0,0.2,.262,,4.6,-0.9,3.7,0.1,taylote01
594,Garrett Temple,SG,36,NOP,25,162,10.5,.535,.578,.089,3.5,8.4,5.9,10.6,2.7,1.2,7.9,13.4,,0.1,0.2,0.3,.094,,-2.5,1.6,-1.0,0.0,templga01
595,Dalen Terry,SG,20,CHI,38,214,14.1,.523,.375,.292,6.5,13.0,9.8,14.1,2.5,2.3,9.0,18.4,,0.1,0.3,0.5,.105,,-1.7,1.7,0.0,0.1,terryda01
596,Daniel Theis,C,30,IND,7,109,14.2,.497,.250,.273,7.1,15.2,11.2,12.2,0.9,4.7,5.7,20.1,,0.0,0.1,0.1,.046,,-0.9,-0.5,-1.4,0.0,theisda01
597,Cam Thomas,SG,21,BRK,57,948,14.7,.567,.292,.382,1.0,10.1,5.6,12.7,1.0,0.6,10.6,27.8,,0.3,0.7,1.0,.049,,-0.7,-2.0,-2.7,-0.2,thomaca02
598,Klay Thompson,SG,32,GSW,69,2279,14.7,.576,.584,.105,1.9,11.7,6.9,11.0,1.0,1.1,8.6,26.4,,1.2,1.9,3.1,.066,,1.4,-1.7,-0.3,1.0,thompkl01
599,JT Thor,PF,20,CHO,69,969,7.0,.506,.517,.197,3.9,13.0,8.4,4.9,1.1,2.1,14.5,13.1,,-0.6,0.8,0.2,.009,,-4.3,-0.4,-4.7,-0.7,thorjt01
600,Matisse Thybulle,SG,25,TOT,71,1200,10.5,.552,.585,.111,3.9,9.7,6.8,5.9,3.4,2.4,8.3,10.6,,0.6,1.5,2.1,.086,,-2.7,2.2,-0.5,0.4,thybuma01
601,Matisse Thybulle,SG,25,PHI,49,591,10.0,.536,.543,.103,4.1,8.5,6.3,5.1,3.8,2.2,6.2,9.8,,0.3,0.9,1.3,.102,,-3.3,3.4,0.1,0.3,thybuma01
602,Matisse Thybulle,SG,25,POR,22,609,11.0,.566,.620,.117,3.7,10.8,7.3,6.6,3.0,2.6,10.0,11.4,,0.3,0.6,0.9,.070,,-2.2,1.1,-1.2,0.1,thybuma01
603,Xavier Tillman Sr.,PF,24,MEM,61,1180,17.3,.621,.049,.291,10.9,16.7,13.8,10.9,2.3,2.2,11.3,13.7,,2.3,1.9,4.2,.171,,0.3,1.7,1.9,1.2,tillmxa01
604,Isaiah Todd,PF,21,WAS,6,61,-0.4,.238,.556,.111,3.8,17.6,10.9,7.9,0.8,0.0,9.6,14.9,,-0.2,0.0,-0.2,-0.130,,-10.0,-3.8,-13.7,-0.2,toddis01
605,Obi Toppin,PF,24,NYK,67,1050,13.6,.565,.589,.112,3.0,16.6,9.8,9.2,1.1,1.1,8.0,19.5,,1.1,1.0,2.1,.095,,0.3,-0.8,-0.5,0.4,toppiob01
606,Juan Toscano-Anderson,SF,29,TOT,52,700,7.2,.505,.301,.168,4.4,14.4,9.5,11.8,1.1,1.2,18.1,11.3,,-0.1,0.6,0.5,.038,,-4.6,0.8,-3.8,-0.3,toscaju01
607,Juan Toscano-Anderson,SF,29,LAL,30,365,7.5,.558,.303,.227,4.3,13.3,8.9,8.6,1.3,1.6,19.0,10.4,,0.0,0.4,0.4,.055,,-4.6,1.2,-3.4,-0.1,toscaju01
608,Juan Toscano-Anderson,SF,29,UTA,22,335,6.9,.457,.299,.117,4.6,15.6,10.2,15.2,0.9,0.8,17.4,12.2,,-0.1,0.2,0.1,.019,,-4.7,0.4,-4.3,-0.2,toscaju01
609,Karl-Anthony Towns,PF,27,MIN,29,957,18.8,.618,.383,.315,5.7,21.6,13.8,22.0,1.0,1.5,15.0,25.6,,1.5,1.1,2.7,.133,,2.1,0.9,3.0,1.2,townska01
610,Gary Trent Jr.,SG,24,TOR,66,2118,15.0,.560,.481,.219,1.5,8.2,4.6,7.4,2.4,0.6,5.1,21.7,,2.5,2.0,4.5,.102,,0.2,0.0,0.2,1.1,trentga02
611,P.J. Tucker,PF,37,PHI,75,1920,5.7,.566,.622,.102,5.9,12.1,9.1,3.9,1.0,0.7,15.8,6.5,,0.9,1.7,2.5,.064,,-3.2,0.1,-3.0,-0.5,tuckepj01
612,Myles Turner,C,26,IND,62,1825,20.0,.651,.340,.377,5.4,22.9,14.2,7.5,0.9,6.6,10.8,22.0,,3.4,2.0,5.4,.142,,1.4,0.7,2.1,1.9,turnemy01
613,Stanley Umude,SG,23,DET,1,2,65.6,.532,1.000,2.000,0.0,0.0,0.0,0.0,24.2,44.1,0.0,40.0,,0.0,0.0,0.0,.626,,15.9,32.7,48.6,0.0,umudest01
614,Jonas Valančiūnas,C,30,NOP,79,1968,19.3,.610,.134,.275,13.0,33.3,23.1,11.1,0.5,2.5,14.8,23.4,,2.8,3.0,5.8,.142,,0.0,-0.4,-0.4,0.8,valanjo01
