Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
211,Danuel House Jr.,SF,29,PHI,37,2,14.8,1.5,3.2,0.458,0.6,1.9,0.333,0.8,1.3,0.646,0.558,0.8,1.1,0.7,0.2,1.5,1.8,0.7,0.2,0.2,0.4,1.2,4.4
212,Caleb Houstan,SF,20,ORL,34,2,16.1,1.5,3.6,0.41,1,2.5,0.388,0.5,1.1,0.459,0.545,0.3,0.4,0.846,0.7,1.5,2.2,0.5,0.2,0.1,0.4,1.4,4.2
213,Trevor Hudgins,PG,23,HOU,5,0,5.6,0.4,1.8,0.222,0.4,1.6,0.25,0,0.2,0,0.333,0.6,0.6,1,0,0,0,0.6,0,0,0.2,0.2,1.8
214,Kevin Huerter,SG,24,SAC,57,57,30.1,5.4,11.3,0.477,2.6,6.7,0.387,2.8,4.6,0.608,0.592,1.3,1.8,0.699,0.6,2.8,3.4,2.9,1.1,0.3,1.4,2.5,14.6
215,De'Andre Hunter,SF,25,ATL,51,51,31.7,5.6,12.2,0.46,1.6,4.3,0.367,4,7.8,0.511,0.525,2.9,3.5,0.83,0.6,3.7,4.3,1.4,0.5,0.2,1.2,3,15.6
216,Bones Hyland,PG,22,TOT,45,1,19.3,4,10.1,0.398,2.1,5.6,0.38,1.9,4.6,0.42,0.502,1.7,2,0.854,0.3,1.8,2.1,2.9,0.7,0.3,1.6,1.6,11.8
216,Bones Hyland,PG,22,DEN,42,1,19.5,4.1,10.3,0.399,2.2,5.7,0.378,2,4.6,0.425,0.503,1.7,2,0.866,0.2,1.8,2,3,0.7,0.3,1.6,1.6,12.1
216,Bones Hyland,PG,22,LAC,3,0,15.7,2.7,7,0.381,1.3,3,0.444,1.3,4,0.333,0.476,1.7,2.3,0.714,1.7,1.3,3,1.7,0.7,0,1,2.3,8.3
217,Serge Ibaka,C,33,MIL,16,0,11.6,1.6,3.4,0.481,0.4,1.1,0.333,1.3,2.3,0.556,0.537,0.5,0.8,0.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1
218,Andre Iguodala,SF,39,GSW,3,0,14,1,1.3,0.75,0.3,0.7,0.5,0.7,0.7,1,0.875,0,0,,0.3,2,2.3,1.7,0.3,0.3,1.7,1.7,2.3
219,Joe Ingles,SF,35,MIL,27,0,22.6,2.1,5.4,0.381,1.4,4.3,0.336,0.6,1.1,0.548,0.514,0.4,0.6,0.8,0.3,2.6,2.9,3,0.6,0.1,1.1,1.7,6
220,Brandon Ingram,SF,25,NOP,26,26,32.5,8.2,17.8,0.46,1.7,4,0.413,6.5,13.8,0.474,0.506,4.8,5.4,0.879,0.4,4.6,5,4.7,0.7,0.5,3.3,2.5,22.8
221,Kyrie Irving,PG,30,TOT,46,46,36.9,9.9,20.2,0.489,3.3,8.6,0.378,6.6,11.6,0.571,0.569,4,4.4,0.897,1,4.1,5.1,5.4,1,0.8,2.3,2.8,27
221,Kyrie Irving,PG,30,BRK,40,40,37,10,20.5,0.486,3.3,8.7,0.374,6.7,11.8,0.569,0.565,4,4.5,0.883,1,4.2,5.1,5.3,1,0.8,2.3,2.7,27.1
221,Kyrie Irving,PG,30,DAL,6,6,36.8,9.3,18.3,0.509,3.3,8.2,0.408,6,10.2,0.59,0.6,4.2,4.2,1,1.5,3.7,5.2,6.5,1,0.5,2.3,3.2,26.2
222,Jonathan Isaac,PF,25,ORL,11,0,11.3,2,4.8,0.415,0.5,1.4,0.4,1.5,3.5,0.421,0.472,0.5,0.8,0.556,1.4,2.6,4,0.5,1.3,0.4,0.4,0.5,5
223,Jaden Ivey,SG,20,DET,57,56,30.1,5.2,12.4,0.42,1.4,4.2,0.336,3.8,8.2,0.464,0.477,3.5,4.8,0.725,1,2.9,3.9,4.7,0.9,0.3,2.8,3.1,15.3
224,Isaiah Jackson,C,21,IND,45,5,15.3,2.6,4.6,0.573,0,0.3,0.167,2.6,4.3,0.598,0.578,1.5,2.3,0.648,1.4,2.5,3.9,0.9,0.4,1.5,0.9,2.2,6.8
225,Jaren Jackson Jr.,C,23,MEM,42,42,27.2,5.9,12,0.493,1.5,4.4,0.348,4.4,7.6,0.576,0.556,3.3,4.2,0.787,1.7,5,6.6,0.9,1.1,3.2,1.5,3.4,16.7
226,Justin Jackson,SF,27,BOS,23,0,4.7,0.3,1.2,0.259,0.2,0.9,0.25,0.1,0.3,0.286,0.352,0,0.1,0.5,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9
227,Quenton Jackson,PG,24,WAS,3,0,2.7,0.7,1,0.667,0.3,0.7,0.5,0.3,0.3,1,0.833,0,0,,0.3,0,0.3,0.3,0,0,0,0.3,1.7
228,Reggie Jackson,PG,32,TOT,55,38,25.3,4,9.7,0.413,1.5,4.3,0.349,2.5,5.5,0.463,0.49,1.2,1.3,0.914,0.4,1.8,2.2,3.5,0.7,0.1,1.8,1.8,10.7
228,Reggie Jackson,PG,32,LAC,52,38,25.7,4.1,9.8,0.418,1.5,4.2,0.35,2.6,5.6,0.469,0.493,1.2,1.3,0.924,0.4,1.8,2.2,3.5,0.7,0.1,1.8,1.8,10.9
228,Reggie Jackson,PG,32,DEN,3,0,18.7,2.3,7.7,0.304,1.7,5,0.333,0.7,2.7,0.25,0.413,1,1.3,0.75,0.3,1.7,2,3,0.7,0.3,0.7,2,7.3
229,LeBron James,PF,38,LAL,47,47,36.1,11.3,22.6,0.501,2.1,6.9,0.308,9.2,15.7,0.587,0.549,4.8,6.3,0.759,1.2,7.2,8.4,6.9,0.9,0.6,3.1,1.7,29.5
230,Ty Jerome,SG,25,GSW,39,2,18.4,2.9,5.6,0.509,0.8,2,0.41,2.1,3.6,0.563,0.582,0.9,0.9,0.919,0.2,1.5,1.7,2.9,0.5,0.1,0.7,1.5,7.4
231,Isaiah Joe,SG,23,OKC,52,4,16.4,2.9,6.1,0.478,2.2,4.9,0.453,0.7,1.2,0.581,0.66,0.9,1.2,0.817,0.3,2,2.3,1.1,0.6,0.1,0.5,1.4,9
232,Alize Johnson,PF,26,SAS,4,0,7.5,0.8,1.5,0.5,0,0.5,0,0.8,1,0.75,0.5,0.3,0.5,0.5,0.5,2,2.5,0.3,0.3,0,1,0.8,1.8
233,Cameron Johnson,PF,26,TOT,22,21,26.1,5,10.8,0.466,2.6,6.3,0.41,2.5,4.5,0.545,0.586,1.7,2.1,0.809,0.7,3,3.7,1.5,1,0.4,0.5,1.7,14.4
233,Cameron Johnson,PF,26,PHO,17,16,25.2,4.8,10.2,0.474,2.6,5.8,0.455,2.2,4.4,0.5,0.604,1.6,1.9,0.818,0.8,3,3.8,1.5,0.9,0.4,0.6,1.7,13.9
233,Cameron Johnson,PF,26,BRK,5,5,29,5.8,13,0.446,2.4,8,0.3,3.4,5,0.68,0.538,2.2,2.8,0.786,0.4,2.8,3.2,1.6,1.4,0.4,0,1.8,16.2
234,Jalen Johnson,SF,21,ATL,57,6,14.3,2,4.2,0.479,0.4,1.4,0.284,1.6,2.8,0.579,0.527,0.7,1.1,0.661,0.7,3.1,3.8,0.9,0.5,0.5,0.5,1.4,5.2
235,James Johnson,PF,35,IND,12,1,8.2,0.8,2.3,0.37,0.3,0.8,0.3,0.6,1.4,0.412,0.426,0.3,0.3,0.75,0.2,1.2,1.3,0.6,0.3,0.4,0.4,2,2.2
236,Keldon Johnson,SF,23,SAS,54,54,32.6,7.8,17.4,0.446,2.1,6.5,0.324,5.7,10.9,0.519,0.506,4.1,5.3,0.774,0.9,4,4.8,2.8,0.7,0.2,2.1,1.9,21.8
237,Keon Johnson,SG,20,POR,30,0,10,1.6,4.4,0.366,0.7,2,0.367,0.9,2.4,0.366,0.45,0.4,0.7,0.571,0.3,0.9,1.2,1.1,0.5,0.1,1,1,4.3
238,Stanley Johnson,SF,26,SAS,30,0,15.6,2.2,4.1,0.533,0.6,1.3,0.45,1.6,2.7,0.573,0.607,0.9,1.3,0.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8
239,Nikola Joki?,C,27,DEN,54,54,33.7,9.4,14.9,0.633,0.8,2.1,0.398,8.6,12.8,0.671,0.661,5.1,6.2,0.824,2.3,9.4,11.7,10,1.3,0.7,3.6,2.6,24.8
240,Carlik Jones,PG,25,CHI,2,0,11.5,0.5,2.5,0.2,0,0.5,0,0.5,2,0.25,0.2,0.5,2,0.25,0.5,1,1.5,1,0,0,0.5,0.5,1.5
241,Damian Jones,C,27,TOT,24,1,8.2,1,1.7,0.561,0,0.1,0,1,1.6,0.605,0.561,0.7,0.9,0.727,0.8,1.8,2.6,0.2,0.1,0.6,0.4,0.9,2.6
241,Damian Jones,C,27,LAL,22,1,8,0.9,1.7,0.541,0,0.1,0,0.9,1.5,0.588,0.541,0.7,0.9,0.75,0.8,1.7,2.5,0.2,0.1,0.5,0.4,0.8,2.5
241,Damian Jones,C,27,UTA,2,0,10.5,1.5,2,0.75,0,0,,1.5,2,0.75,0.75,0.5,1,0.5,1,2.5,3.5,0.5,0,1,0.5,2,3.5
242,Derrick Jones Jr.,SF,25,CHI,48,0,14.7,1.8,3.6,0.506,0.4,1.1,0.327,1.5,2.5,0.588,0.557,1.1,1.4,0.794,1,1.5,2.5,0.6,0.5,0.6,0.4,1.4,5.2
243,Herbert Jones,SF,24,NOP,45,45,28.6,3.4,7.6,0.443,0.7,2.6,0.278,2.6,5,0.527,0.49,2,2.6,0.748,1.3,2.5,3.8,2.2,1.6,0.7,1.3,3.2,9.4
244,Kai Jones,C,22,CHO,28,0,8.9,1.1,2.1,0.525,0.1,0.4,0.273,1,1.7,0.583,0.551,0.4,0.5,0.714,0.7,1.1,1.9,0.2,0.3,0.4,0.3,1.1,2.7
245,Tre Jones,PG,23,SAS,52,52,29.3,4.9,11.3,0.436,0.7,2.5,0.265,4.3,8.8,0.486,0.466,2.2,2.5,0.891,0.8,2.8,3.6,6.3,1.3,0.2,1.8,1.4,12.8
246,Tyus Jones,PG,26,MEM,59,9,22.9,3.7,8.5,0.432,1.5,3.9,0.377,2.2,4.6,0.478,0.518,1,1.2,0.806,0.4,1.8,2.2,4.6,1,0.1,0.9,0.4,9.8
247,DeAndre Jordan,C,34,DEN,34,5,14.6,2.2,2.8,0.771,0,0,1,2.1,2.8,0.768,0.776,0.5,1.2,0.439,1.2,3.7,4.9,0.9,0.2,0.6,1.2,1.9,4.9
248,Cory Joseph,PG,31,DET,42,2,15.7,1.7,4.3,0.398,0.6,2,0.321,1.1,2.3,0.464,0.472,0.7,0.9,0.757,0.2,1.1,1.3,3.2,0.4,0.1,0.7,1.5,4.7
249,Nikola Jovi?,PF,19,MIA,15,8,13.6,1.9,4.6,0.406,0.5,2.3,0.229,1.3,2.3,0.588,0.464,1.2,1.3,0.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5
250,Mfiondu Kabengele,PF,25,BOS,2,0,7,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,,1.5,1,2.5,0,0,0,0.5,1.5,1
251,Frank Kaminsky,C,29,TOT,29,0,6.9,0.9,1.8,0.51,0.4,0.9,0.423,0.5,0.9,0.6,0.618,0.5,0.6,0.875,0.1,1.2,1.4,0.9,0.2,0.1,0.3,0.8,2.7
251,Frank Kaminsky,C,29,ATL,26,0,6.8,1,1.7,0.568,0.4,0.9,0.478,0.5,0.8,0.667,0.693,0.4,0.5,0.833,0.1,1.3,1.4,0.8,0.2,0,0.3,0.8,2.7
251,Frank Kaminsky,C,29,HOU,3,0,8,0.3,2.3,0.143,0,1,0,0.3,1.3,0.25,0.143,1.3,1.3,1,0.3,1,1.3,2,0.3,0.7,0,0.3,2
252,Trevor Keels,SG,19,NYK,1,0,1,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0,0,0,0,0,0
253,Luke Kennard,SG,26,TOT,38,11,20.8,2.8,5.9,0.465,1.7,3.8,0.462,1,2.2,0.47,0.611,0.6,0.6,0.958,0.2,2.1,2.3,1.1,0.5,0.1,0.8,1.4,7.9
253,Luke Kennard,SG,26,LAC,35,11,20.7,2.8,6,0.464,1.7,3.8,0.447,1.1,2.3,0.494,0.604,0.5,0.6,0.95,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8
253,Luke Kennard,SG,26,MEM,3,0,22.3,2.3,5,0.467,2.3,3.7,0.636,0,1.3,0,0.7,1.3,1.3,1,0.3,1.3,1.7,1.7,0,0,0,2,8.3
254,Walker Kessler,C,21,UTA,59,25,21.6,3.6,5,0.712,0,0,1,3.5,5,0.711,0.714,1.1,2,0.534,2.9,5,7.9,0.8,0.4,2.2,0.8,2.2,8.2
255,Braxton Key,SF,25,DET,3,0,3,0.3,0.3,1,0,0,,0.3,0.3,1,1,0.7,0.7,1,0,0.3,0.3,0,0,0,0,0,1.3
256,Corey Kispert,SF,23,WAS,52,32,27,3.3,6.8,0.476,1.8,4.5,0.408,1.4,2.3,0.607,0.61,1,1.1,0.864,0.4,2.3,2.7,1.2,0.6,0.1,0.8,1.3,9.3
257,Maxi Kleber,C,31,DAL,22,0,25.6,2.3,4.7,0.49,1.1,3,0.369,1.2,1.8,0.692,0.606,0.5,0.6,0.786,0.9,2.7,3.5,1,0.3,1,0.6,2.2,6.2
258,Nathan Knight,PF,25,MIN,34,0,8.1,1.3,2.2,0.573,0.2,0.6,0.381,1,1.6,0.648,0.627,1.1,1.6,0.679,0.6,0.9,1.5,0.4,0.3,0.2,0.6,1.1,3.8
259,Kevin Knox,PF-SF,23,TOT,46,1,13.3,1.8,4,0.464,0.9,2.6,0.361,0.9,1.4,0.656,0.582,0.6,0.8,0.8,0.5,2,2.4,0.3,0.3,0.3,0.7,1.7,5.2
259,Kevin Knox,PF,23,DET,42,1,14.1,2,4.3,0.469,1,2.8,0.371,1,1.5,0.651,0.589,0.6,0.8,0.788,0.5,2.1,2.6,0.4,0.3,0.3,0.8,1.8,5.6
259,Kevin Knox,SF,23,POR,4,0,5,0.3,1,0.25,0,0.8,0,0.3,0.3,1,0.25,0.5,0.5,1,0.5,0.5,1,0,0,0,0,1.3,1
260,Christian Koloko,C,22,TOR,46,19,14.4,1.3,2.7,0.484,0,0.2,0.111,1.3,2.5,0.513,0.488,0.8,1.2,0.66,1.5,1.7,3.2,0.5,0.3,1,0.4,2.4,3.4
261,John Konchar,SG,26,MEM,51,22,22.1,2.2,5,0.439,1,2.8,0.366,1.2,2.2,0.531,0.541,0.5,0.5,0.852,0.9,3.8,4.7,1.4,1,0.3,0.6,1.5,5.9
262,Furkan Korkmaz,SG,25,PHI,25,0,10.2,1.3,3.1,0.41,0.5,1.4,0.343,0.8,1.7,0.465,0.487,0.8,1.2,0.655,0.2,0.9,1.2,0.7,0.2,0.1,0.6,0.4,3.8
263,Luke Kornet,C,27,BOS,52,0,11.7,1.6,2.3,0.697,0.1,0.2,0.333,1.6,2.2,0.726,0.709,0.6,0.7,0.853,1.2,1.6,2.8,0.7,0.2,0.8,0.4,1.3,3.9
264,Vit Krejci,PG,22,ATL,22,0,5.5,0.5,1.3,0.379,0.2,0.8,0.278,0.3,0.5,0.545,0.466,0,0.1,0.5,0.1,0.5,0.6,0.5,0.1,0,0.2,0.5,1.3
265,Jonathan Kuminga,PF,20,GSW,49,11,19.7,3.3,6.8,0.485,0.7,2.1,0.327,2.6,4.7,0.557,0.536,1.3,1.9,0.66,0.9,2.2,3.1,1.9,0.5,0.4,1.5,2.3,8.5
266,Kyle Kuzma,PF,27,WAS,55,55,35.1,8,18,0.447,2.5,7.7,0.331,5.5,10.3,0.534,0.518,2.6,3.6,0.717,0.9,6.5,7.5,3.9,0.5,0.5,3,2.4,21.2
267,Anthony Lamb,SF,25,GSW,46,3,19.7,2.5,5.2,0.494,1.3,3.4,0.387,1.2,1.8,0.695,0.62,0.7,0.9,0.721,0.9,2.5,3.4,1.7,0.5,0.3,1,2.4,7.1
268,Jock Landale,C,27,PHO,53,3,14.2,2.5,4.8,0.508,0.3,1.5,0.234,2.1,3.4,0.626,0.543,1.3,1.7,0.775,1.8,2.4,4.1,0.9,0.3,0.5,0.9,1.8,6.5
269,Romeo Langford,SG,23,SAS,32,19,20.2,3.1,6.4,0.49,0.4,1.4,0.283,2.7,4.9,0.551,0.522,0.8,1.2,0.649,1.4,1.4,2.9,1.3,0.5,0.3,0.7,1.7,7.4
270,Jake LaRavia,PF,21,MEM,31,0,12.5,1.1,2.8,0.391,0.7,2,0.333,0.4,0.8,0.542,0.511,0.2,0.3,0.778,0.5,1.4,1.9,0.7,0.4,0.1,0.6,1.5,3.1
271,Zach LaVine,SG,27,CHI,57,57,35.8,8.4,17.8,0.472,2.7,7.3,0.374,5.7,10.5,0.54,0.549,4.6,5.5,0.84,0.5,4.3,4.8,4,0.9,0.2,2.6,2.3,24.2
272,A.J. Lawson,SG,22,TOT,13,0,4.8,1,2,0.5,0.5,1.2,0.438,0.5,0.8,0.6,0.635,0.1,0.2,0.333,0.2,0.6,0.8,0.1,0.1,0,0.1,0.6,2.6
272,A.J. Lawson,SG,22,MIN,1,0,2,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,0,0,0,0,1,2
272,A.J. Lawson,SG,22,DAL,12,0,5.1,1,2.1,0.48,0.6,1.3,0.438,0.4,0.8,0.556,0.62,0.1,0.3,0.333,0.2,0.6,0.8,0.1,0.1,0,0.1,0.6,2.7
273,Damion Lee,SG,30,PHO,62,5,21.8,2.8,6.5,0.438,1.6,3.6,0.438,1.2,2.8,0.437,0.561,1.5,1.6,0.909,0.5,2.7,3.2,1.5,0.5,0.1,1.1,1.6,8.7
274,Saben Lee,PG,23,TOT,20,0,14.7,1.9,4.2,0.44,0.4,1,0.368,1.5,3.3,0.462,0.482,1.7,2.3,0.756,0.5,1.3,1.8,2.7,0.8,0.1,1.2,1.4,5.8
274,Saben Lee,PG,23,PHI,2,0,5,1.5,2,0.75,0,0.5,0,1.5,1.5,1,0.75,0,0,,0,0,0,1,0.5,0,1.5,0.5,3
274,Saben Lee,PG,23,PHO,18,0,15.8,1.9,4.4,0.425,0.4,1,0.389,1.5,3.4,0.435,0.469,1.9,2.5,0.756,0.6,1.4,2,2.9,0.8,0.1,1.1,1.4,6.1
275,Alex Len,C,29,SAC,14,1,3.4,0.4,0.7,0.5,0,0.1,0,0.4,0.6,0.556,0.5,0.2,0.3,0.75,0.3,0.8,1.1,0.4,0,0,0.4,0.7,0.9
276,Kawhi Leonard,SF,31,LAC,36,34,32.9,8.4,16.4,0.51,1.8,4.5,0.405,6.6,11.9,0.55,0.566,4.4,5.1,0.869,1.2,5,6.1,4,1.4,0.6,1.5,1.6,23
277,Meyers Leonard,C,30,MIL,2,0,10,1,2.5,0.4,1,2,0.5,0,0.5,0,0.6,1,1,1,1,2,3,0,0.5,0,0.5,1.5,4
278,Caris LeVert,SG,28,CLE,58,26,30,4.2,10.1,0.411,1.5,4.2,0.36,2.7,5.9,0.446,0.485,1.8,2.5,0.72,0.7,3.2,3.9,4,0.8,0.2,1.6,2.2,11.6
279,Kira Lewis Jr.,PG,21,NOP,15,0,10.6,2,4.1,0.492,0.7,1.5,0.455,1.3,2.6,0.513,0.574,0.9,1,0.933,0.3,1.7,1.9,1,0.3,0.1,0.5,1.1,5.6
280,Damian Lillard,PG,32,POR,47,47,36.3,9.7,20.6,0.472,4.3,11.4,0.381,5.4,9.2,0.583,0.577,8.5,9.2,0.919,0.6,3.7,4.3,7.2,0.8,0.3,3.2,1.9,32.3
281,Nassir Little,SF,22,POR,39,2,17.3,2.4,5,0.48,1.2,2.8,0.426,1.2,2.3,0.545,0.597,0.6,0.9,0.657,0.5,2.2,2.6,1,0.4,0.4,0.5,1.1,6.6
282,Isaiah Livers,PF,24,DET,39,9,21.4,1.9,4.6,0.413,1.3,3.5,0.377,0.6,1.1,0.537,0.559,0.6,0.7,0.786,0.5,1.9,2.4,0.6,0.5,0.6,0.6,1.9,5.7
283,Kenneth Lofton Jr.,PF,20,MEM,9,0,3.9,0.9,2.2,0.4,0,0.4,0,0.9,1.8,0.5,0.4,0.3,0.6,0.6,0.1,0.4,0.6,0.6,0.1,0,0.2,0.6,2.1
284,Kevon Looney,C,26,GSW,61,54,23.5,2.9,4.4,0.659,0,0,,2.9,4.4,0.659,0.659,1.1,1.8,0.607,3.1,6,9.1,2.5,0.5,0.6,0.5,2.9,6.9
285,Brook Lopez,C,34,MIL,59,59,30.4,5.6,11,0.509,1.8,4.9,0.372,3.8,6.1,0.619,0.592,1.7,2.2,0.766,2,4.7,6.6,1.2,0.5,2.4,1.4,2.5,14.7
286,Robin Lopez,C,34,CLE,32,1,7.7,1.2,1.8,0.655,0.1,0.1,0.667,1.1,1.7,0.655,0.672,0.4,0.5,0.75,0.6,0.7,1.3,0.4,0,0.1,0.7,1,2.8
287,Kevin Love,PF,34,TOT,43,5,20.2,2.7,7,0.383,1.7,4.8,0.346,1,2.1,0.467,0.503,1.3,1.5,0.892,1,6,7,1.9,0.2,0.2,1.1,1.6,8.4
287,Kevin Love,PF,34,CLE,41,3,20,2.7,7,0.389,1.7,4.8,0.354,1,2.2,0.467,0.511,1.4,1.5,0.889,1,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5
287,Kevin Love,PF,34,MIA,2,2,24,2,7.5,0.267,1.5,6.5,0.231,0.5,1,0.5,0.367,1,1,1,0.5,10,10.5,3,0.5,1,0,1.5,6.5
288,Kyle Lowry,PG,36,MIA,44,44,33.3,3.8,9.7,0.396,2,6.1,0.333,1.8,3.6,0.503,0.501,2.3,2.7,0.855,0.9,3.5,4.3,5.3,1.1,0.4,2,2.8,12
289,Trey Lyles,PF,27,SAC,54,0,16.2,2.5,5.3,0.476,1.1,3,0.368,1.4,2.3,0.618,0.58,1.3,1.6,0.812,0.9,2.7,3.6,0.9,0.4,0.4,0.8,1.2,7.4
290,Théo Maledon,PG,21,CHO,36,1,16.1,1.8,4.4,0.414,0.6,1.8,0.333,1.2,2.6,0.468,0.481,1.4,1.6,0.875,0.3,2.1,2.4,2.4,0.8,0.2,1,1,5.6
291,Sandro Mamukelashvili,C,23,MIL,24,0,9,0.8,2.4,0.328,0.3,1.3,0.219,0.5,1.1,0.462,0.388,0.5,0.8,0.667,0.8,1.6,2.3,0.7,0.2,0.2,0.4,0.8,2.4
292,Terance Mann,SG,26,LAC,62,35,23.5,3.5,6.8,0.525,1,2.5,0.392,2.6,4.3,0.602,0.597,1.1,1.4,0.775,1,2.8,3.7,2.2,0.5,0.3,0.9,1.9,9.2
293,Tre Mann,PG,21,OKC,54,4,18.2,3,7.8,0.389,1.3,4.1,0.309,1.8,3.7,0.477,0.47,0.5,0.7,0.7,0.4,1.9,2.3,1.6,0.6,0.2,0.9,1.5,7.9
294,Boban Marjanovi?,C,34,HOU,20,0,4.5,1.3,1.9,0.676,0,0.1,0,1.3,1.8,0.694,0.676,0.8,1.1,0.762,0.6,1.1,1.6,0.2,0.1,0.1,0.3,0.2,3.3
295,Lauri Markkanen,SF,25,UTA,56,56,34.4,8.5,16.6,0.513,3,7.4,0.408,5.5,9.2,0.599,0.605,5.1,5.8,0.883,1.8,6.7,8.5,1.8,0.6,0.6,1.9,2.1,25.2
296,Naji Marshall,SF,25,NOP,56,19,24.6,3.4,7.9,0.426,1,3.1,0.313,2.4,4.7,0.502,0.489,1.9,2.4,0.778,0.7,3,3.7,2.5,0.8,0.2,1.2,1.5,9.6
297,Caleb Martin,PF,27,MIA,51,49,30,3.8,8.4,0.453,1.3,3.7,0.362,2.5,4.7,0.525,0.533,1.2,1.6,0.763,1.4,3.8,5.2,1.6,1,0.5,1.1,2.2,10.1
298,Cody Martin,SF,27,CHO,7,0,19.1,2,5.1,0.389,0.4,2,0.214,1.6,3.1,0.5,0.431,0.6,1,0.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5
299,Kenyon Martin Jr.,SF,22,HOU,60,27,26.6,4.6,8.3,0.559,0.9,2.7,0.319,3.8,5.6,0.674,0.611,1.7,2.6,0.658,1.5,4.1,5.6,1.6,0.5,0.4,1.2,1.8,11.8
300,Tyrese Martin,SG,23,ATL,13,0,3.5,0.5,1.2,0.375,0.1,0.4,0.2,0.4,0.8,0.455,0.406,0.2,0.2,1,0.2,0.3,0.5,0,0.1,0,0.1,0.2,1.2
301,Garrison Mathews,SG,26,TOT,47,0,12.9,1.3,3.6,0.357,1.1,3.3,0.346,0.1,0.3,0.467,0.515,0.9,1,0.911,0.2,1.1,1.3,0.5,0.5,0.1,0.4,1.2,4.6
301,Garrison Mathews,SG,26,HOU,45,0,13.4,1.3,3.8,0.353,1.2,3.4,0.342,0.2,0.3,0.467,0.509,0.9,1,0.911,0.2,1.2,1.4,0.5,0.5,0.1,0.4,1.2,4.8
301,Garrison Mathews,SG,26,ATL,2,0,3,0.5,0.5,1,0.5,0.5,1,0,0,,1.5,0,0,,0,0.5,0.5,0,0,0,0,0,1.5
302,Bennedict Mathurin,SF,20,IND,62,6,28.3,5.5,12.7,0.43,1.4,4.3,0.325,4.1,8.4,0.485,0.485,4.9,5.9,0.828,1.1,3,4.1,1.5,0.6,0.1,1.8,2.1,17.3
303,Wesley Matthews,SG,36,MIL,39,0,15.6,1,3,0.331,0.8,2.4,0.326,0.2,0.6,0.348,0.462,0.4,0.5,0.85,0.8,1.5,2.2,0.5,0.4,0.3,0.4,1.4,3.2
304,Tyrese Maxey,SG,22,PHI,40,22,32.7,7,15.5,0.451,2.2,5.9,0.38,4.8,9.7,0.494,0.523,3.2,3.9,0.813,0.4,2.4,2.8,3.6,0.8,0.1,1.4,2.1,19.4
305,Miles McBride,PG,22,NYK,48,2,12.4,1.1,3.4,0.335,0.6,2.2,0.286,0.5,1.2,0.424,0.427,0.5,0.7,0.688,0.2,0.7,0.9,1.2,0.5,0,0.4,1,3.4
306,CJ McCollum,SG,31,NOP,54,54,35,7.9,18.1,0.434,2.8,7.4,0.382,5.1,10.8,0.47,0.512,2.5,3.1,0.792,0.8,3.5,4.3,5.9,0.9,0.6,2.6,1.9,21
307,T.J. McConnell,PG,30,IND,59,6,19.5,3.3,6.3,0.523,0.3,0.7,0.419,3,5.6,0.536,0.547,0.7,0.8,0.854,0.6,2.4,2.9,5,1,0.1,1.8,1.3,7.6
308,Jaden McDaniels,PF,22,MIN,60,60,30.6,4.5,8.7,0.516,1.3,3.3,0.385,3.2,5.4,0.596,0.589,1.2,1.7,0.733,1.3,2.6,3.9,2,1,1,1.4,3.5,11.4
309,Jalen McDaniels,SF,25,TOT,61,21,25.9,3.8,8.4,0.449,1.1,3.4,0.325,2.7,5,0.532,0.515,1.5,1.8,0.826,0.8,3.9,4.7,1.9,1.1,0.5,1.3,2.7,10.1
309,Jalen McDaniels,SF,25,CHO,56,21,26.7,3.9,8.8,0.447,1.2,3.6,0.322,2.8,5.2,0.534,0.513,1.6,1.9,0.846,0.8,4,4.8,2,1.2,0.5,1.4,2.8,10.6
309,Jalen McDaniels,SF,25,PHI,5,0,17.2,2,4,0.5,0.4,0.8,0.5,1.6,3.2,0.5,0.55,0.4,1,0.4,1,2.6,3.6,1,0.4,0,0,1.8,4.8
310,Doug McDermott,SF,31,SAS,53,0,20.5,3.6,7.9,0.459,1.8,4.4,0.409,1.8,3.5,0.525,0.574,0.7,1,0.745,0.3,1.8,2.2,1.5,0.2,0.1,0.9,1.8,9.8
311,JaVale McGee,C,35,DAL,36,7,8.1,1.8,2.9,0.604,0,0.1,0.25,1.8,2.8,0.618,0.608,0.5,0.9,0.563,0.8,1.8,2.6,0.3,0.1,0.6,0.9,1.2,4.1
